15928,0,GX015-44-4118282,0
15928,0,GX033-03-4749959,0
15928,0,GX034-49-8740899,1
15928,0,GX034-58-10113712,1
15928,0,GX043-30-13103572,0
15928,0,GX052-67-5008443,0
15928,0,GX060-74-0065456,0
15928,0,GX068-98-13190287,0
15928,0,GX069-07-14164433,0
15928,0,GX074-59-6685405,0
15928,0,GX186-72-15749240,0
15928,0,GX229-00-6560972,0
15928,0,GX242-36-9238719,0
15928,0,GX247-57-16060509,0
15928,0,GX257-32-13973035,0
15948,0,GX004-98-10572354,0
15948,0,GX007-33-14413973,0
15948,0,GX007-69-7935665,0
15948,0,GX008-88-0644868,2
15948,0,GX021-89-8634221,0
15948,0,GX024-24-2041354,0
15948,0,GX055-65-1781471,0
15948,0,GX210-38-3668207,0
15956,0,GX001-09-5300277,0
15956,0,GX001-22-12464816,2
15956,0,GX003-81-1502314,1
15956,0,GX021-18-2320596,0
15956,0,GX081-80-11955916,0
15956,0,GX158-59-11337680,0
15956,0,GX246-25-11141675,0
15965,0,GX000-02-2523592,0
15965,0,GX005-15-10697057,1
15965,0,GX007-51-6911290,0
15965,0,GX013-66-2340251,0
15965,0,GX024-02-8490977,0
15965,0,GX026-95-16476643,0
15965,0,GX027-80-5095264,1
15965,0,GX032-54-4652476,0
15965,0,GX036-00-7792007,0
15965,0,GX036-63-1100442,0
15965,0,GX037-39-10259172,1
15965,0,GX044-69-0249054,2
15965,0,GX059-73-2508780,2
15965,0,GX075-43-7494503,1
15965,0,GX119-22-1478290,0
15965,0,GX173-15-10579768,0
15965,0,GX209-37-4432443,0
15965,0,GX231-29-11667239,0
15965,0,GX231-44-6525434,0
15965,0,GX238-21-10627107,1
15965,0,GX244-93-9924025,0
15965,0,GX245-53-2202270,0
15965,0,GX246-44-0370562,1
15965,0,GX248-24-13070526,0
15965,0,GX248-64-6625704,0
15965,0,GX252-71-9857771,2
15965,0,GX261-94-3727177,1
15965,0,GX263-34-13070518,0
15965,0,GX264-31-11366836,0
15965,0,GX267-72-10693852,0
15965,0,GX270-17-14129780,0
15997,0,GX010-62-15609315,0
15997,0,GX026-32-11112529,0
15997,0,GX062-69-13643721,0
15997,0,GX075-15-6309721,0
15997,0,GX239-60-15032301,0
15997,0,GX241-23-13336127,0
15997,0,GX269-28-7860581,0
16012,0,GX001-63-2870858,0
16012,0,GX002-32-9065005,0
16012,0,GX003-19-8649626,0
16012,0,GX003-72-2995654,0
16012,0,GX003-79-4329549,0
16012,0,GX018-10-6378541,0
16012,0,GX027-20-2153450,1
16049,0,GX008-70-16694633,1
16049,0,GX009-58-10555029,0
16049,0,GX041-15-2219505,1
16049,0,GX046-18-13273623,0
16049,0,GX232-58-8172251,1
16049,0,GX250-06-11834933,0
16049,0,GX252-08-9176353,1
16049,0,GX252-62-3524916,0
16051,0,GX000-48-2276458,0
16051,0,GX013-98-13411118,0
16051,0,GX014-14-11938444,0
16051,0,GX018-05-11228667,2
16051,0,GX019-34-1970921,1
16051,0,GX032-67-7792345,2
16051,0,GX032-74-3645038,2
16051,0,GX035-55-1818001,0
16051,0,GX044-62-6311020,0
16051,0,GX048-88-2320408,0
16051,0,GX053-36-14332531,2
16051,0,GX062-10-7327816,0
16051,0,GX067-70-4051554,0
16051,0,GX250-27-13126601,0
16051,0,GX262-35-11100997,2
16057,0,GX005-56-14525341,1
16057,0,GX037-33-11741360,0
16057,0,GX046-41-3028059,0
16057,0,GX048-33-7876853,2
16057,0,GX053-88-11988851,0
16057,0,GX133-96-13240622,0
16057,0,GX221-61-15514651,0
16057,0,GX244-11-0806127,1
16079,0,GX029-20-7913883,0
16079,0,GX033-78-12684934,0
16079,0,GX046-07-12910543,0
16079,0,GX095-63-10158519,0
16079,0,GX240-04-2503085,0
16079,0,GX242-04-8848107,0
16079,0,GX256-07-10194333,2
16079,0,GX271-80-8609546,0
16087,0,GX002-91-12027479,0
16087,0,GX032-41-14605838,1
16087,0,GX033-40-9182809,0
16087,0,GX051-95-2093168,0
16087,0,GX052-36-11758104,1
16087,0,GX052-50-0067371,0
16087,0,GX063-86-6866335,0
16087,0,GX207-83-5453361,0
16087,0,GX233-33-3325222,0
16087,0,GX234-00-3228380,0
16087,0,GX234-86-0070322,1
16087,0,GX240-17-9097315,0
16087,0,GX243-62-11722985,0
16087,0,GX249-41-12475429,0
16087,0,GX254-48-9334219,1
16087,0,GX256-66-14858464,1
16088,0,GX000-32-3662810,0
16088,0,GX018-71-11197929,0
16088,0,GX049-14-7998718,0
16088,0,GX049-74-10245918,0
16088,0,GX059-73-2508780,0
16088,0,GX241-44-5722101,0
16088,0,GX241-85-8638872,0
16088,0,GX246-44-0370562,2
16152,0,GX000-26-10237840,0
16152,0,GX000-32-6953882,0
16152,0,GX001-26-1639835,0
16152,0,GX003-77-14641928,1
16152,0,GX003-80-13380924,1
16152,0,GX005-80-11965625,2
16152,0,GX009-48-3610566,0
16152,0,GX009-74-11570422,1
16152,0,GX012-67-5584863,0
16152,0,GX018-91-5411849,0
16152,0,GX020-95-11159326,0
16152,0,GX023-99-1354272,0
16152,0,GX024-04-15865964,1
16152,0,GX029-85-3444977,0
16152,0,GX035-50-11962340,1
16152,0,GX046-41-3028059,0
16152,0,GX053-88-11988851,0
16152,0,GX065-29-15878879,1
16152,0,GX065-38-10254896,1
16152,0,GX068-46-9933281,0
16152,0,GX068-86-11309309,0
16152,0,GX076-37-6996218,1
16152,0,GX100-50-10481802,0
16152,0,GX108-95-3381295,0
16152,0,GX134-14-16405395,0
16152,0,GX195-26-14945556,1
16152,0,GX245-76-13660955,0
16152,0,GX245-85-9357101,0
16152,0,GX247-69-7914308,1
16152,0,GX265-58-1296089,1
16166,0,GX000-42-14333582,0
16166,0,GX014-08-2265272,0
16166,0,GX029-31-6267870,0
16166,0,GX037-46-13769109,0
16166,0,GX054-41-15586871,0
16166,0,GX055-01-2674975,0
16166,0,GX062-17-8244859,0
16166,0,GX064-86-7139067,0
16166,0,GX066-49-2699196,0
16166,0,GX082-03-1222116,0
16166,0,GX232-63-10827503,0
16166,0,GX233-70-16099928,0
16166,0,GX260-05-2095862,2
16166,0,GX260-05-5513654,1
16166,0,GX266-63-12198296,0
16166,0,GX272-51-6972425,1
16175,0,GX002-42-6314294,0
16175,0,GX008-70-14208086,0
16175,0,GX032-58-14094737,1
16175,0,GX035-64-8587252,0
16175,0,GX038-08-7307058,0
16175,0,GX052-05-11513163,0
16175,0,GX062-58-2151872,0
16175,0,GX134-01-9920904,0
16175,0,GX135-00-7770531,0
16175,0,GX241-66-16541323,0
16175,0,GX253-35-15364855,0
16175,0,GX263-64-14890976,1
16175,0,GX263-82-1679605,0
16175,0,GX264-33-12400902,1
16175,0,GX266-03-1323316,0
16175,0,GX268-90-8613704,1
16189,0,GX000-11-14689689,0
16189,0,GX000-43-12729313,0
16189,0,GX003-08-6784599,0
16189,0,GX008-07-11163602,1
16189,0,GX019-74-11066817,1
16189,0,GX023-83-10409192,2
16189,0,GX024-02-14718853,0
16189,0,GX027-22-16034917,1
16189,0,GX064-01-6901348,0
16189,0,GX065-54-5869671,0
16189,0,GX148-28-2988278,0
16189,0,GX225-93-1588899,0
16189,0,GX233-38-4523939,1
16189,0,GX238-09-2662086,2
16189,0,GX256-74-15727412,2
16189,0,GX262-55-5356584,2
16190,0,GX000-11-11944667,0
16190,0,GX000-34-3773383,2
16190,0,GX002-56-10747315,0
16190,0,GX008-51-11959627,0
16190,0,GX009-39-9569590,0
16190,0,GX014-74-10054654,0
16190,0,GX014-80-8799055,0
16190,0,GX014-92-6053696,0
16190,0,GX018-87-2897107,0
16190,0,GX021-76-0117865,0
16190,0,GX022-35-4744930,0
16190,0,GX022-37-12865996,0
16190,0,GX022-85-6737684,0
16190,0,GX026-20-11085961,2
